YXDM,YXMC,SSDM,SSMC,BXLXDM,BXLXMC,XZLBDM,XZLBMC,SF211,SF985
10395,闽江学院,35,福建省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10397,武夷学院,35,福建省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10398,宁德师范学院,35,福建省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10399,泉州师范学院,35,福建省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10402,闽南师范大学,35,福建省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10403,南昌大学,36,江西省,11,普通高等学校:本科院校:大学,01,综合院校,是,否
10404,华东交通大学,36,江西省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10405,东华理工大学,36,江西省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10406,南昌航空大学,36,江西省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10407,江西理工大学,36,江西省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10408,景德镇陶瓷大学,36,江西省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10410,江西农业大学,36,江西省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10412,江西中医药大学,36,江西省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10413,赣南医学院,36,江西省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10414,江西师范大学,36,江西省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10416,上饶师范学院,36,江西省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10417,宜春学院,36,江西省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10418,赣南师范大学,36,江西省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10419,井冈山大学,36,江西省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10421,江西财经大学,36,江西省,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10422,山东大学,37,山东省,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10423,中国海洋大学,37,山东省,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10424,山东科技大学,37,山东省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10425,中国石油大学(华东),37,山东省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10426,青岛科技大学,37,山东省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10427,济南大学,37,山东省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10429,青岛理工大学,37,山东省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10430,山东建筑大学,37,山东省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10431,齐鲁工业大学,37,山东省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10433,山东理工大学,37,山东省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10434,山东农业大学,37,山东省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10435,青岛农业大学,37,山东省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10438,潍坊医学院,37,山东省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10439,泰山医学院,37,山东省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10440,滨州医学院,37,山东省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10441,山东中医药大学,37,山东省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10442,山东医学高等专科学校,37,山东省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
10443,济宁医学院,37,山东省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10444,菏泽医学专科学校,37,山东省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
10445,山东师范大学,37,山东省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10446,曲阜师范大学,37,山东省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10447,聊城大学,37,山东省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10448,德州学院,37,山东省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10449,滨州学院,37,山东省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10451,鲁东大学,37,山东省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10452,临沂大学,37,山东省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10453,泰山学院,37,山东省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10454,济宁学院,37,山东省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10455,菏泽学院,37,山东省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10456,山东财经大学,37,山东省,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10457,山东体育学院,37,山东省,12,普通高等学校:本科院校:学院,10,体育院校,否,否
10458,山东艺术学院,37,山东省,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10459,郑州大学,41,河南省,11,普通高等学校:本科院校:大学,01,综合院校,是,否
10460,河南理工大学,41,河南省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10462,郑州轻工业学院,41,河南省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10463,河南工业大学,41,河南省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10464,河南科技大学,41,河南省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10465,中原工学院,41,河南省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10466,河南农业大学,41,河南省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10467,河南科技学院,41,河南省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10469,河南牧业经济学院,41,河南省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10471,河南中医药大学,41,河南省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10472,新乡医学院,41,河南省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
10475,河南大学,41,河南省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10476,河南师范大学,41,河南省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10477,信阳师范学院,41,河南省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10478,周口师范学院,41,河南省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10479,安阳师范学院,41,河南省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10480,许昌学院,41,河南省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10481,南阳师范学院,41,河南省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10482,洛阳师范学院,41,河南省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10483,商丘师范学院,41,河南省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10484,河南财经政法大学,41,河南省,11,普通高等学校:本科院校:大学,08,财经院校,否,否
10485,郑州航空工业管理学院,41,河南省,12,普通高等学校:本科院校:学院,08,财经院校,否,否
10486,武汉大学,42,湖北省,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10487,华中科技大学,42,湖北省,11,普通高等学校:本科院校:大学,02,工科院校,是,是
10488,武汉科技大学,42,湖北省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10489,长江大学,42,湖北省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10490,武汉工程大学,42,湖北省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10491,中国地质大学(武汉),42,湖北省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10495,武汉纺织大学,42,湖北省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10496,武汉轻工大学,42,湖北省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10497,武汉理工大学,42,湖北省,11,普通高等学校:本科院校:大学,02,工科院校,是,否
10500,湖北工业大学,42,湖北省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10504,华中农业大学,42,湖北省,11,普通高等学校:本科院校:大学,03,农业院校,是,否
10507,湖北中医药大学,42,湖北省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10511,华中师范大学,42,湖北省,11,普通高等学校:本科院校:大学,06,师范院校,是,否
10512,湖北大学,42,湖北省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10513,湖北师范大学,42,湖北省,11,普通高等学校:本科院校:大学,06,师范院校,否,否
10514,黄冈师范学院,42,湖北省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10517,湖北民族学院,42,湖北省,12,普通高等学校:本科院校:学院,12,民族院校,否,否
10518,汉江师范学院,42,湖北省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10519,湖北文理学院,42,湖北省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10520,中南财经政法大学,42,湖北省,11,普通高等学校:本科院校:大学,08,财经院校,是,否
10522,武汉体育学院,42,湖北省,12,普通高等学校:本科院校:学院,10,体育院校,否,否
10523,湖北美术学院,42,湖北省,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
10524,中南民族大学,42,湖北省,11,普通高等学校:本科院校:大学,12,民族院校,否,否
10525,湖北汽车工业学院,42,湖北省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10528,湖北工程学院,42,湖北省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10530,湘潭大学,43,湖南省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10531,吉首大学,43,湖南省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10532,湖南大学,43,湖南省,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10533,中南大学,43,湖南省,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10534,湖南科技大学,43,湖南省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10536,长沙理工大学,43,湖南省,11,普通高等学校:本科院校:大学,02,工科院校,否,否
10537,湖南农业大学,43,湖南省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10538,中南林业科技大学,43,湖南省,11,普通高等学校:本科院校:大学,04,林业院校,否,否
10541,湖南中医药大学,43,湖南省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10542,湖南师范大学,43,湖南省,11,普通高等学校:本科院校:大学,06,师范院校,是,否
10543,湖南理工学院,43,湖南省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10545,湘南学院,43,湖南省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10546,衡阳师范学院,43,湖南省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10547,邵阳学院,43,湖南省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
10548,怀化学院,43,湖南省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10549,湖南文理学院,43,湖南省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10551,湖南科技学院,43,湖南省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
10553,湖南人文科技学院,43,湖南省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
10554,湖南商学院,43,湖南省,12,普通高等学校:本科院校:学院,08,财经院校,否,否
10555,南华大学,43,湖南省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10558,中山大学,44,广东省,11,普通高等学校:本科院校:大学,01,综合院校,是,是
10559,暨南大学,44,广东省,11,普通高等学校:本科院校:大学,01,综合院校,是,否
10560,汕头大学,44,广东省,11,普通高等学校:本科院校:大学,01,综合院校,否,否
10561,华南理工大学,44,广东省,11,普通高等学校:本科院校:大学,02,工科院校,是,是
10564,华南农业大学,44,广东省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10566,广东海洋大学,44,广东省,11,普通高等学校:本科院校:大学,03,农业院校,否,否
10570,广州医科大学,44,广东省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10571,广东医科大学,44,广东省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
10572,广州中医药大学,44,广东省,11,普通高等学校:本科院校:大学,05,医药院校,否,否
